,Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption: City (L/100km),Fuel Consumption: Highway (L/100km),Fuel Consumption: Combined (L/100km),Fuel Consumption: Combined (mpg),CO2 Emissions (g/km),CO2 Ratings
909,2022,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4.0,AS8,X,8.5,6.8,7.7,37,180,7
910,2022,Toyota,RAV4 AWD,SUV: Small,2.5,4.0,AS8,X,9.5,7.1,8.4,34,198,6
911,2022,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4.0,AS8,X,8.8,7.1,8.0,35,187,6
912,2022,Toyota,RAV4 AWD LE,SUV: Small,2.5,4.0,AS8,X,8.7,6.9,7.9,36,184,6
913,2022,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4.0,AS8,X,9.5,7.4,8.5,33,200,6
914,2022,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4.0,AV,X,5.8,6.3,6.0,47,140,8
915,2022,Toyota,Sequoia 4WD,SUV: Standard,5.7,8.0,AS6,X,18.5,13.9,16.4,17,385,2
916,2022,Toyota,Sienna,Minivan,2.5,4.0,AV,X,6.6,6.5,6.6,43,154,7
917,2022,Toyota,Sienna AWD,Minivan,2.5,4.0,AV,X,6.8,6.6,6.7,42,158,7
918,2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6.0,AS6,X,13.0,10.5,11.8,24,278,4
919,2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6.0,M6,X,13.8,11.4,12.7,22,299,3
920,2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6.0,M6,X,13.8,11.7,12.9,22,300,3
921,2022,Toyota,Tundra,Pickup truck: Standard,3.4,6.0,AS10,X,13.1,10.1,11.8,24,277,4
922,2022,Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6.0,AS10,X,13.6,10.4,12.2,23,285,4
923,2022,Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6.0,AS10,X,13.5,10.6,12.2,23,286,4
924,2022,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6.0,AS10,X,12.7,10.5,11.7,24,274,4
925,2022,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6.0,AS10,X,12.9,11.6,12.3,23,287,4
926,2022,Toyota,Venza AWD,SUV: Small,2.5,4.0,AV,X,5.9,6.4,6.1,46,142,8
927,2022,Volkswagen,Atlas 4MOTION,SUV: Small,2.0,4.0,AS8,X,11.5,9.5,10.6,27,249,5
928,2022,Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6.0,AS8,X,13.8,10.2,12.2,23,286,4
929,2022,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2.0,4.0,AS8,X,11.6,9.7,10.7,26,252,5
930,2022,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6.0,AS8,X,13.1,10.0,11.7,24,275,4
931,2022,Volkswagen,Golf GTI,Mid-size,2.0,4.0,AM7,X,9.3,7.0,8.3,34,194,6
932,2022,Volkswagen,Golf GTI,Mid-size,2.0,4.0,M6,X,9.8,6.9,8.5,33,198,6
933,2022,Volkswagen,Golf R,Mid-size,2.0,4.0,AM7,Z,10.3,7.7,9.1,31,213,5
934,2022,Volkswagen,Golf R,Mid-size,2.0,4.0,M6,Z,11.8,8.3,10.2,28,237,5
935,2022,Volkswagen,Jetta,Compact,1.5,4.0,AS8,X,7.7,5.7,6.8,42,159,7
936,2022,Volkswagen,Jetta,Compact,1.5,4.0,M6,X,8.0,5.5,6.9,41,161,7
937,2022,Volkswagen,Jetta GLI,Compact,2.0,4.0,AM7,X,9.0,6.5,7.9,36,185,6
938,2022,Volkswagen,Jetta GLI,Compact,2.0,4.0,M6,X,9.1,6.4,7.9,36,186,6
939,2022,Volkswagen,Passat,Mid-size,2.0,4.0,AS6,X,9.7,6.6,8.3,34,196,6
940,2022,Volkswagen,Taos,SUV: Small,1.5,4.0,A8,X,8.4,6.6,7.6,37,178,7
941,2022,Volkswagen,Taos 4MOTION,SUV: Small,1.5,4.0,A7,X,9.5,7.4,8.5,33,200,6
942,2022,Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4.0,AS8,X,10.6,8.0,9.4,30,222,5
943,2022,Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2.0,4.0,AS8,X,11.0,8.3,9.8,29,229,5
944,2022,Volvo,S60 B5,Compact,2.0,4.0,AS8,Z,9.0,6.7,8.0,35,186,6
945,2022,Volvo,S60 B5 AWD,Compact,2.0,4.0,AS8,Z,9.4,6.9,8.3,34,193,6
946,2022,Volvo,S90 B6 AWD,Mid-size,2.0,4.0,AS8,Z,10.4,7.5,9.1,31,212,5
947,2022,Volvo,V60 T6 AWD,Station wagon: Small,2.0,4.0,AS8,Z,11.3,7.5,9.6,29,224,5
948,2022,Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4.0,AS8,Z,10.9,7.7,9.5,30,221,5
949,2022,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4.0,AS8,Z,10.6,8.1,9.5,30,222,5
950,2022,Volvo,XC40 T4 AWD,SUV: Small,2.0,4.0,AS8,X,10.7,7.6,9.3,30,217,5
951,2022,Volvo,XC40 T5 AWD,SUV: Small,2.0,4.0,AS8,Z,10.7,7.7,9.4,30,219,5
952,2022,Volvo,XC60 B5 AWD,SUV: Small,2.0,4.0,AS8,Z,10.5,8.1,9.4,30,219,5
953,2022,Volvo,XC60 B6 AWD,SUV: Small,2.0,4.0,AS8,Z,11.0,8.7,9.9,29,232,5
954,2022,Volvo,XC90 T5 AWD,SUV: Standard,2.0,4.0,AS8,Z,11.5,8.4,10.1,28,236,5
955,2022,Volvo,XC90 T6 AWD,SUV: Standard,2.0,4.0,AS8,Z,12.4,8.9,10.8,26,252,5
